customer_unique_id,first_purchase_date,last_purchase_date,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_code,segment_name
002ef00822613c94613e60e03b169fef,"2018-02-14 20:56:34","2018-02-14 20:56:34",201,1,6.00,3,3,1,331,"Potential Loyalists"
002feefec5af0a3b26ee7839c66d205e,"2017-10-29 12:19:51","2017-10-29 12:19:51",309,1,1.00,4,3,5,435,Other
003035f5ec76f2220098377482de93c9,"2017-08-28 21:35:08","2017-08-28 21:35:08",371,1,3.00,4,3,2,432,Other
003162bf0351f47a1a247992b8b9b42d,"2018-07-14 15:45:27","2018-07-14 15:45:27",51,1,10.00,1,1,1,111,Champions
00324c9f4d710e7bac5c5ba679714430,"2017-06-21 20:40:38","2017-06-21 20:40:38",439,1,8.00,5,2,1,521,"At-Risk Customers"
0032c76b20340da25249092a268ce66c,"2016-10-06 11:32:00","2016-10-06 11:32:00",697,1,1.00,5,2,5,525,"At-Risk Customers"
0032ca69771a7758ce643258bb9e4ac7,"2018-07-16 15:32:50","2018-07-16 15:32:50",49,1,2.00,1,1,3,113,"Loyal Customers"
0033f4a2887e07e25aa1204d482f41ba,"2018-06-26 01:07:23","2018-06-26 01:07:23",69,1,1.00,1,1,4,114,"Loyal Customers"
00344274804f3b8003de1b0562ae01df,"2018-07-09 14:09:25","2018-07-09 14:09:25",56,1,5.00,1,1,2,112,"Loyal Customers"
0034c76b7e6a17d738375b99afc2f01e,"2018-05-07 16:17:00","2018-05-07 16:17:00",119,1,1.00,2,4,4,244,"Potential Loyalists"
0035029989e6fc5cf030918a5f9f2037,"2018-05-12 14:28:16","2018-05-12 14:28:16",114,1,1.00,2,4,5,245,"Potential Loyalists"
003650b504826ea534e02eba0ab58dd5,"2018-01-17 12:03:01","2018-01-17 12:03:01",229,1,2.00,3,5,3,353,"Potential Loyalists"
0036a074f98b80c4f1fc33dbbcf9c552,"2017-05-12 09:24:26","2017-05-12 09:24:26",479,1,1.00,5,2,5,525,"At-Risk Customers"
0036b4a3d09ad551a5188c2e374da402,"2017-08-09 16:14:49","2017-08-09 16:14:49",390,1,10.00,5,4,1,541,"Lost Customers"
0036d365b138cc0ee06bed755bcb5044,"2018-01-31 14:41:00","2018-01-31 14:41:00",215,1,1.00,3,2,5,325,Other
00370dfde3d012c420d29657afc2fc8b,"2018-01-29 12:54:38","2018-01-29 12:54:38",217,1,1.00,3,2,5,325,Other
00377a18050b898b93e2c774be9947db,"2017-11-25 13:40:05","2017-11-25 13:40:05",282,1,1.00,4,5,4,454,Other
0037aa56b017c105c3a9d47af71fff98,"2018-01-26 16:52:56","2018-01-26 16:52:56",220,1,2.00,3,3,3,333,"Potential Loyalists"
0037d2bbb9ebc39d9114aea27ee16d72,"2017-03-27 12:24:28","2017-03-27 12:24:28",525,1,1.00,5,2,4,524,"At-Risk Customers"
0037eb1ff742ee2e71ba887f65f3c6f3,"2017-07-13 09:00:21","2017-07-13 09:00:21",417,1,5.00,5,3,1,531,Other
003800162424b7b5b3d75c9cf22a66e7,"2018-04-01 21:29:34","2018-04-01 21:29:34",155,1,2.00,2,4,3,243,"Potential Loyalists"
00391594070baf8603f5fdc1d0c6a48c,"2018-08-05 20:33:28","2018-08-05 20:33:28",29,1,1.00,1,1,5,115,"Loyal Customers"
003a5571a07dcf09bf117d13d2980ba3,"2018-07-25 10:57:54","2018-07-25 10:57:54",40,1,2.00,1,1,3,113,"Loyal Customers"
003a7a8eb096ed3cbf713d2def1ca701,"2018-08-14 14:23:59","2018-08-14 14:23:59",20,1,1.00,1,1,5,115,"Loyal Customers"
003ac9408252444b489b1bfc013f5f8c,"2018-03-16 17:56:52","2018-03-16 17:56:52",171,1,1.00,2,3,3,233,"Potential Loyalists"
003ae409f37c3c30cb1c974af3a42692,"2018-08-15 11:37:45","2018-08-15 11:37:45",19,1,1.00,1,1,4,114,"Loyal Customers"
003c2067070f5b3d923235b1ea1cc17b,"2018-08-06 16:01:58","2018-08-06 16:01:58",28,1,1.00,1,1,5,115,"Loyal Customers"
003c457932a554e4df13834237b1ed00,"2018-01-05 10:23:18","2018-01-05 10:23:18",241,1,1.00,3,5,4,354,"Potential Loyalists"
003d56767e53e08671de00da3fba8d40,"2017-12-01 12:48:21","2017-12-01 12:48:21",276,1,8.00,4,5,1,451,Other
003db7adfcdc49857b095a50191b6c9d,"2018-05-02 12:41:41","2018-05-02 12:41:41",124,1,10.00,2,4,1,241,"Potential Loyalists"
003e28cb6fab8a0901bff9229612375f,"2017-03-13 14:54:17","2017-03-13 14:54:17",539,1,1.00,5,2,4,524,"At-Risk Customers"
003e2af81ea3c72fbdd093f07724a4de,"2018-04-16 20:59:52","2018-04-16 20:59:52",140,1,2.00,2,4,3,243,"Potential Loyalists"
003f4901fdb60ae9c1e2538b84c208e1,"2017-11-19 20:22:47","2017-11-19 20:22:47",288,1,2.00,4,5,3,453,Other
003fb95e849e71e732629d94bb92762f,"2018-07-30 10:37:15","2018-07-30 10:37:15",35,1,4.00,1,1,2,112,"Loyal Customers"
003fee4ca17927283128c7ddc6f9311b,"2018-05-08 13:08:34","2018-05-08 13:08:34",118,1,1.00,2,4,4,244,"Potential Loyalists"
004177f7bf62929186b32c7fdaa6157b,"2017-10-19 16:07:11","2017-10-19 16:07:11",319,1,1.00,4,3,5,435,Other
004256f082951ec189a4962b6788c214,"2018-03-23 11:37:58","2018-03-23 11:37:58",164,1,1.00,2,3,5,235,"Potential Loyalists"
004288347e5e88a27ded2bb23747066c,"2017-07-27 14:13:03","2018-01-14 07:36:54",232,2,4.00,3,1,2,312,Other
0042dcca0ae57aaec6e808edc31a2d48,"2017-12-02 12:02:34","2017-12-02 12:02:34",275,1,3.00,4,5,2,452,Other
0042dfa8925d6eb23e471ec350454f04,"2018-07-25 18:33:29","2018-07-25 18:33:29",40,1,1.00,1,1,5,115,"Loyal Customers"
0043d65f8039b4a4d43bc7b0f450ac2c,"2017-04-20 12:57:14","2017-04-20 12:57:14",501,1,3.00,5,2,2,522,"At-Risk Customers"
00444f48f6c9b55657e49435ce3a97ca,"2017-06-09 16:15:38","2017-06-09 16:15:38",451,1,4.00,5,2,2,522,"At-Risk Customers"
00446a03d7a34d191507c9e42870d0a5,"2017-03-06 20:08:47","2017-03-06 20:08:47",546,1,8.00,5,2,1,521,"At-Risk Customers"
004493e0b0a37317d25665d340c0677d,"2018-06-06 17:44:31","2018-06-06 17:44:31",89,1,3.00,1,4,2,142,"New Customers"
0045e9ad4d6c85d2323a7ab374b76183,"2018-06-19 23:13:23","2018-06-19 23:13:23",76,1,1.00,1,1,5,115,"Loyal Customers"
0046311f458d8041b00063cb99482903,"2017-08-01 19:24:31","2017-08-01 19:24:31",398,1,4.00,5,4,2,542,"Lost Customers"
0047f3e16441284d757a8963344f6c59,"2017-08-28 10:29:48","2017-08-28 10:29:48",371,1,1.00,4,3,3,433,Other
0048706e497cfba0b689e1e3497bc99e,"2018-08-15 16:54:26","2018-08-15 16:54:26",19,1,3.00,1,1,2,112,"Loyal Customers"
0048a779a98a7848514096ff04046079,"2018-08-08 12:22:24","2018-08-08 12:22:24",26,1,2.00,1,1,3,113,"Loyal Customers"
0049a16516d38fc2246696172a257f16,"2017-12-29 11:04:22","2017-12-29 11:04:22",248,1,3.00,3,5,2,352,"Potential Loyalists"
0049dadc30da6a277c1e9d371df5a66f,"2017-06-13 19:49:59","2017-06-13 19:49:59",447,1,1.00,5,2,5,525,"At-Risk Customers"
0049db44bfd6cee26ac9c649329ff6ea,"2017-03-07 13:28:55","2017-03-07 13:28:55",545,1,1.00,5,2,4,524,"At-Risk Customers"
0049ec2d7a5818d0e4b3f4735cec2458,"2018-07-19 08:17:29","2018-07-19 08:17:29",46,1,1.00,1,1,5,115,"Loyal Customers"
004a432489f6630c6dfd3fc4454603f5,"2017-12-16 09:25:10","2017-12-16 09:25:10",261,1,1.00,3,5,4,354,"Potential Loyalists"
004b45ec5c64187465168251cd1c9c2f,"2017-09-01 12:11:23","2018-05-26 19:42:48",100,2,2.00,2,1,3,213,"Loyal Customers"
004b9b1634b7becda8eec4e96bced882,"2018-08-05 12:32:31","2018-08-05 12:32:31",29,1,1.00,1,1,5,115,"Loyal Customers"
004d17fa2cb102a7c4817f040c884e59,"2018-02-13 07:17:20","2018-02-13 07:17:20",202,1,1.00,3,3,3,333,"Potential Loyalists"
004df63539fd5e38d4b0a0506de7549c,"2018-07-16 13:30:06","2018-07-16 13:30:06",49,1,10.00,1,1,1,111,Champions
004ed862ea4e55f18868d3d782d10879,"2017-08-06 20:34:10","2017-08-06 20:34:10",393,1,1.00,5,4,5,545,"Lost Customers"
004f84d065096f3cedd26cf0adc80b9d,"2018-04-25 23:17:16","2018-04-25 23:17:16",131,1,8.00,2,5,1,251,"Potential Loyalists"
00504b68faa074d0f40adcb4f7727f71,"2018-08-11 23:17:37","2018-08-11 23:17:37",23,1,3.00,1,1,3,113,"Loyal Customers"
0050dcff37f8b9ff611d245e30572b46,"2018-05-02 08:44:43","2018-05-02 08:44:43",124,1,1.00,2,4,4,244,"Potential Loyalists"
00522457bba00bba576a34fd9b4808fd,"2017-04-01 13:40:12","2017-04-01 13:40:12",520,1,2.00,5,2,3,523,"At-Risk Customers"
005226be8d5b972d0f72b4e8a79f322b,"2018-04-01 22:07:00","2018-04-01 22:07:00",155,1,10.00,2,4,1,241,"Potential Loyalists"
00539155ce68fbe677934aebdb17e09b,"2018-04-29 09:34:52","2018-04-29 09:34:52",127,1,1.00,2,4,4,244,"Potential Loyalists"
00543330561a9088f8b3879114a7b008,"2017-11-24 15:02:09","2017-11-24 15:02:09",283,1,1.00,4,5,4,454,Other
0055b522bc89cbfbf376d8b59a628470,"2017-03-03 15:48:57","2017-03-03 15:48:57",549,1,1.00,5,1,4,514,"At-Risk Customers"
0055bbb9c95f6acb8db89d1f6c316407,"2018-02-14 09:43:06","2018-02-14 09:43:06",201,1,1.00,3,3,3,333,"Potential Loyalists"
0056c2dd794a5eede6164dcae635875a,"2018-08-08 21:52:09","2018-08-08 21:52:09",26,1,6.00,1,1,1,111,Champions
0056f26cb8f20916c3baa0e39fc30709,"2018-03-31 10:38:18","2018-03-31 10:38:18",156,1,3.00,2,4,2,242,"Potential Loyalists"
005754cb59f8ee5cdbb5cda9d138757e,"2018-07-21 11:39:34","2018-07-21 11:39:34",44,1,4.00,1,1,2,112,"Loyal Customers"
00575b2023dedcc0f3e81a938834689b,"2017-11-04 20:24:52","2017-11-04 20:24:52",303,1,1.00,4,3,5,435,Other
0057f64bff87f4698b4cbd338d62a2a8,"2018-08-21 10:47:37","2018-08-21 10:47:37",13,1,3.00,1,1,2,112,"Loyal Customers"
0058e7db269cc11558913b42beb115d0,"2018-05-18 13:51:15","2018-05-18 13:51:15",108,1,1.00,2,5,4,254,"Potential Loyalists"
0058f300f57d7b93c477a131a59b36c3,"2018-03-22 18:09:41","2018-03-22 18:09:41",165,1,2.00,2,3,3,233,"Potential Loyalists"
0059acd36094bf670ec8b21be6c0044c,"2017-06-12 21:48:33","2017-06-12 21:48:33",448,1,1.00,5,2,5,525,"At-Risk Customers"
005d8faa4cf789cf52fb880a8569880a,"2018-05-11 09:36:15","2018-05-11 09:36:15",115,1,1.00,2,4,5,245,"Potential Loyalists"
005e32bc930906dc6b65fb9d11cce3e2,"2017-09-03 21:48:38","2017-09-03 21:48:38",365,1,4.00,4,4,2,442,Other
005ee3e015ec18092d7782e507cf68fe,"2017-10-01 09:57:51","2017-10-01 09:57:51",337,1,4.00,4,4,2,442,Other
005f060d4223956c62b64e9567a36f0f,"2018-05-22 22:36:54","2018-05-22 22:36:54",104,1,8.00,2,5,1,251,"Potential Loyalists"
005f4b46e70bbd3295a38e2fd28d6566,"2017-11-02 14:26:59","2017-11-02 14:26:59",305,1,1.00,4,3,5,435,Other
005f6fa02633470267dcd1e3ecd0fa79,"2018-07-27 12:38:21","2018-07-27 12:38:21",38,1,4.00,1,1,2,112,"Loyal Customers"
005ff4ebe100db3eebbe6f7b19a8f99a,"2017-09-13 15:10:21","2017-09-13 15:10:21",355,1,4.00,4,4,2,442,Other
006031108b00e5f73b2426a50b50f9c0,"2017-09-03 09:52:30","2017-09-03 09:52:30",365,1,10.00,4,4,1,441,Other
00605a8897ed9ad73b5c93bebad2541a,"2018-03-25 20:19:03","2018-03-25 20:19:03",162,1,1.00,2,3,5,235,"Potential Loyalists"
00626f29f9b57d3ef7c1739ff03e944e,"2018-04-11 11:42:25","2018-04-11 11:42:25",145,1,1.00,2,4,4,244,"Potential Loyalists"
0062adafa3846d9f372d8f1bde591b24,"2018-02-24 20:43:42","2018-02-24 20:43:42",191,1,1.00,3,2,5,325,Other
0063817060d662048ed08bccecaf45d5,"2018-01-12 09:26:20","2018-01-12 09:26:20",234,1,1.00,3,5,4,354,"Potential Loyalists"
0064a1b5f5cddd047c987b988a90c8c1,"2018-03-02 08:33:32","2018-03-02 08:33:32",185,1,1.00,3,3,4,334,"Potential Loyalists"
0064c96f536ac6250275482221834154,"2018-06-20 22:51:17","2018-06-20 22:51:17",75,1,1.00,1,1,5,115,"Loyal Customers"
00651d97d964127ccfc0e2e55464876d,"2018-02-26 16:49:57","2018-02-26 16:49:57",189,1,1.00,3,2,5,325,Other
0065f6fb341f013a95a8e11cdc98d07a,"2017-10-09 14:50:32","2017-10-09 14:50:32",329,1,2.00,4,3,3,433,Other
0065f7795a38381973a373c8b4939679,"2018-07-07 20:53:52","2018-07-07 20:53:52",58,1,1.00,1,1,5,115,"Loyal Customers"
0066b328e72fd82fd7420bf849c0e8b4,"2017-09-04 14:01:22","2017-09-04 14:01:22",364,1,1.00,4,4,5,445,Other
0067d2652c12515146721538868bbd80,"2018-06-19 12:00:08","2018-06-19 12:00:08",76,1,1.00,1,1,5,115,"Loyal Customers"
0068bd2e9e76c018846dbc6e2bec5ac5,"2018-06-26 12:20:15","2018-06-26 12:20:15",69,1,1.00,1,1,4,114,"Loyal Customers"
006a8c1784d622ebe06bab57e72ee045,"2017-11-25 16:36:13","2017-11-25 16:36:13",282,1,1.00,4,5,4,454,Other
006ab6f5e82340e927757563a9fbe7e4,"2017-12-02 11:18:55","2017-12-02 11:18:55",275,1,3.00,4,5,2,452,Other
006b297ed73773b17d8874a2eb4466e8,"2018-04-09 15:49:31","2018-04-09 15:49:31",147,1,10.00,2,4,1,241,"Potential Loyalists"
006bbb235068a01d2e3e47fa09ccf53c,"2018-02-15 19:02:19","2018-02-15 19:02:19",200,1,1.00,3,3,3,333,"Potential Loyalists"
006c10bfead12ac8d90486fb4ce4e603,"2018-06-14 23:41:56","2018-06-14 23:41:56",81,1,1.00,1,1,4,114,"Loyal Customers"
006d763076d74d16d66e828e79ec1544,"2017-08-05 10:22:53","2017-08-05 10:22:53",394,1,9.00,5,4,1,541,"Lost Customers"
006e937bd5a5e32043018a6d1521b5d5,"2017-12-10 20:02:21","2017-12-10 20:02:21",267,1,2.00,3,5,3,353,"Potential Loyalists"
006ec5b170182812131c7d9b219c036f,"2017-10-16 12:55:19","2017-10-16 12:55:19",322,1,1.00,4,3,3,433,Other
006f2f20cf0cd723624b99d0e8e40d0c,"2018-02-10 20:45:36","2018-02-10 20:45:36",205,1,1.00,3,3,3,333,"Potential Loyalists"
00704e915ae0d4a236eace0267454cf9,"2017-07-31 23:07:11","2017-07-31 23:07:11",399,1,1.00,5,4,5,545,"Lost Customers"
00705dcbc0b9cad67abd658612770905,"2018-08-10 16:55:53","2018-08-10 16:55:53",24,1,2.00,1,1,3,113,"Loyal Customers"
00720f160ff500d3605a1bf403eb62d9,"2018-05-19 08:29:57","2018-05-19 08:29:57",107,1,2.00,2,5,3,253,"Potential Loyalists"
00728bae3dec9c16b2193ab7e3195eb7,"2018-01-14 23:22:38","2018-01-14 23:22:38",232,1,3.00,3,5,2,352,"Potential Loyalists"
00737247e3dc1942da2c527ef3bd2709,"2018-03-24 12:25:44","2018-03-24 12:25:44",163,1,1.00,2,3,5,235,"Potential Loyalists"
0074a1d3f1995ff0538dc7197500973c,"2018-05-10 11:06:18","2018-05-10 11:06:18",116,1,10.00,2,4,1,241,"Potential Loyalists"
00762eafc5dac5fc1574f91e9b7c9b67,"2018-02-07 22:06:31","2018-02-07 22:06:31",208,1,1.00,3,2,5,325,Other
007658319c060f337577e8a1834d5df5,"2018-07-04 10:45:14","2018-07-04 10:45:14",61,1,5.00,1,1,2,112,"Loyal Customers"
00765d375af0e700f61c57db00a8ee63,"2017-08-10 16:54:23","2017-08-10 16:54:23",389,1,10.00,5,4,1,541,"Lost Customers"
0076a71311bb2386a353f5ba87d2aa29,"2017-07-28 18:52:58","2017-07-28 18:52:58",402,1,1.00,5,4,5,545,"Lost Customers"
00776f3807b128beca64cd0b27138d92,"2017-09-21 19:05:52","2017-09-21 19:05:52",347,1,4.00,4,4,2,442,Other
0077ba3f829303a1dce98552495c91a1,"2018-06-19 09:11:42","2018-06-19 09:11:42",76,1,3.00,1,1,2,112,"Loyal Customers"
0077dc76aaf02323f03bce9b00878253,"2018-03-11 17:09:55","2018-03-11 17:09:55",176,1,6.00,2,3,1,231,"Potential Loyalists"
0078108af1d2dc4b1601c744ca581b4f,"2018-05-07 13:51:40","2018-05-07 13:51:40",119,1,1.00,2,4,4,244,"Potential Loyalists"
0078bb0f0d23e922d08437b7d0e13907,"2017-12-21 23:56:54","2017-12-21 23:56:54",256,1,1.00,3,5,4,354,"Potential Loyalists"
007953b3182d5ccc9189a694f5c68163,"2017-04-15 22:00:21","2017-04-15 22:00:21",506,1,2.00,5,2,3,523,"At-Risk Customers"
00797f371bc0f6adb4d267be541a92da,"2018-04-09 13:43:51","2018-04-09 13:43:51",147,1,1.00,2,4,4,244,"Potential Loyalists"
