customer_unique_id,segment_name,r_score,f_score,m_score,rfm_code,monetary,recency_days,frequency
cd330e38c1817294f67186b458cc78a5,"At-Risk Customers",5,2,5,525,1.00,440,1
bc44f1b51fcaf6f98a5cb190773bac95,"At-Risk Customers",5,2,5,525,1.00,440,1
bde87a8332a2a85c6fca9a60e47b1623,"At-Risk Customers",5,2,5,525,1.00,440,1
d84fde13b584512a6d1b95385c7c0138,"At-Risk Customers",5,2,5,525,1.00,440,1
db36d8e5a3311e58855cfb9a1e6ba7a3,"At-Risk Customers",5,2,5,525,1.00,440,1
df580092def28a46b8d75258dc54e0bf,"At-Risk Customers",5,2,5,525,1.00,440,1
69766a92d074c9160685ba9b6b613c3f,"At-Risk Customers",5,2,5,525,1.00,440,1
5f03b965e26e79a371d229cfeeb578d7,"At-Risk Customers",5,2,5,525,1.00,440,1
7b529c96aa061f9fb0d656d94fee9467,"At-Risk Customers",5,2,5,525,1.00,440,1
7bb854844864db3e6321acdc15e1066b,"At-Risk Customers",5,2,5,525,1.00,440,1
82abbdc19e04ff27ed53a83dbc780345,"At-Risk Customers",5,2,5,525,1.00,440,1
073a0317f213dc51964b6f8d3344c592,"At-Risk Customers",5,2,5,525,1.00,440,1
08ef7098aaddca9811a48011d37f850a,"At-Risk Customers",5,2,5,525,1.00,440,1
0ca72b2cf642d1fddb6a5277d95ad183,"At-Risk Customers",5,2,5,525,1.00,440,1
0ec7b76cae390a31a86ce54413f284db,"At-Risk Customers",5,2,5,525,1.00,440,1
10ef5788d6572ed1c8cad5a180b61126,"At-Risk Customers",5,2,5,525,1.00,440,1
1147df62d0f6bed624510249d953b837,"At-Risk Customers",5,2,5,525,1.00,440,1
1b7c39d6febc402d15b38398fcbedd1e,"At-Risk Customers",5,2,5,525,1.00,440,1
20c9ce430a60801a1bec25d1bdf93142,"At-Risk Customers",5,2,5,525,1.00,440,1
066ee6b9c6fc284260ff9a1274a82ca7,"At-Risk Customers",5,2,5,525,1.00,440,1
29cbe38752ab1949f4156179046eeef9,"At-Risk Customers",5,2,5,525,1.00,440,1
2b8be5aade3c3d7b9c8201664b6f76be,"At-Risk Customers",5,2,5,525,1.00,440,1
b46c73397917de0e900df2adc02d1e2d,"At-Risk Customers",5,2,5,525,1.00,440,1
b0d507d4f0e77d9e0082adf8e25a71e8,"At-Risk Customers",5,2,5,525,1.00,440,1
b38838a2e47596dfee72a270515302e1,"At-Risk Customers",5,2,5,525,1.00,440,1
389f5b81fb73b0acd55d2017efe502e8,"At-Risk Customers",5,2,5,525,1.00,440,1
40c4c308279011b2e5b85c75579f415d,"At-Risk Customers",5,2,5,525,1.00,440,1
41e0ca64dedeade38fc6180a11998e32,"At-Risk Customers",5,2,5,525,1.00,440,1
49dddb9ff4a65c97b11140ec20638f79,"At-Risk Customers",5,2,5,525,1.00,440,1
4b21dfe700fe0a91adb2a7b582c16d56,"At-Risk Customers",5,2,5,525,1.00,440,1
4fdd5b3b54ffe8810effba9c253f275a,"At-Risk Customers",5,2,5,525,1.00,440,1
55077ce6a3a8fae29d1ff31f77fd0f55,"At-Risk Customers",5,2,5,525,1.00,440,1
3020a77dc1ba0800c4905f73c5d95a1b,"At-Risk Customers",5,2,5,525,1.00,440,1
2fe5884cad682fbcf82de3ffd522fdaf,"At-Risk Customers",5,2,5,525,1.00,441,1
57b628f46c00f9a7358e5e875d5b4dd0,"At-Risk Customers",5,2,5,525,1.00,441,1
59de1c72ff3794305a1495454f6a942d,"At-Risk Customers",5,2,5,525,1.00,441,1
44f3a3b9008f3ac934ee62f011c22524,"At-Risk Customers",5,2,5,525,1.00,441,1
464249e5d2b515deeea902c219cbc936,"At-Risk Customers",5,2,5,525,1.00,441,1
500d69623afb12361c7149ab944981bf,"At-Risk Customers",5,2,5,525,1.00,441,1
511bb2564ed8ff670961bcf7dbb149c9,"At-Risk Customers",5,2,5,525,1.00,441,1
5597abb1da7abefae47b807babe058c0,"At-Risk Customers",5,2,5,525,1.00,441,1
56030b824757ac1ff1e598db51cca04f,"At-Risk Customers",5,2,5,525,1.00,441,1
3c6cf48555f40864397c53a7da7e4445,"At-Risk Customers",5,2,5,525,1.00,441,1
3e726d9c1ecfcfbf83b51d760cef5290,"At-Risk Customers",5,2,5,525,1.00,441,1
4039b151e0eb6614313bc87b7875f2be,"At-Risk Customers",5,2,5,525,1.00,441,1
4050d7329dec5a860319b7cabc183827,"At-Risk Customers",5,2,5,525,1.00,441,1
4fb7eeb9dd763cdb88a03dd0ad224836,"At-Risk Customers",5,2,5,525,1.00,441,1
78c1337764f4c82e5f2c4c3e7791124b,"At-Risk Customers",5,2,5,525,1.00,441,1
7deb367b46f4aeb7888eeaa8cc29169f,"At-Risk Customers",5,2,5,525,1.00,441,1
6a1bd3531227937b0bf249d29fbf9901,"At-Risk Customers",5,2,5,525,1.00,441,1
73127903e88109f109d03cf2b8cbf6fe,"At-Risk Customers",5,2,5,525,1.00,441,1
749546bdf8a090828900765d7ae56fb2,"At-Risk Customers",5,2,5,525,1.00,441,1
85d7491f5ce9d8a38933002b715e4aa5,"At-Risk Customers",5,2,5,525,1.00,441,1
890eb4e200d53d36b2c49f3ba172887a,"At-Risk Customers",5,2,5,525,1.00,441,1
6be3eeecf800142c9e99fc04dcdcd2ff,"At-Risk Customers",5,2,5,525,1.00,441,1
6cad688e3e207e15fe6d6c38cc0d5125,"At-Risk Customers",5,2,5,525,1.00,441,1
6f8d1a112ba99c85aa68bd8e82f6a021,"At-Risk Customers",5,2,5,525,1.00,441,1
ffbb8dfaa0e54649d8690b85a3ef890d,"At-Risk Customers",5,2,5,525,1.00,441,1
eb783987d9d9d01122c41189e639a052,"At-Risk Customers",5,2,5,525,1.00,441,1
ed469825455b360a729cd1147dd2a4e5,"At-Risk Customers",5,2,5,525,1.00,441,1
f844d699b8187e5c0d06309a8a34b028,"At-Risk Customers",5,2,5,525,1.00,441,1
f96ebf3654fe80df84fa1611b00943bd,"At-Risk Customers",5,2,5,525,1.00,441,1
f99394cf562442b4d929e191cd098118,"At-Risk Customers",5,2,5,525,1.00,441,1
f209f95042c35e55ef380e5481bf5cd3,"At-Risk Customers",5,2,5,525,1.00,441,1
f40eb5de6af3d4c70d1d351c66214920,"At-Risk Customers",5,2,5,525,1.00,441,1
f4b13435b9071903e0d4598e330a0bce,"At-Risk Customers",5,2,5,525,1.00,441,1
e78ccc556d0b10e17e4e8337505dbce4,"At-Risk Customers",5,2,5,525,1.00,441,1
c8f7f21daa374b154b8d6d112b075494,"At-Risk Customers",5,2,5,525,1.00,441,1
c96f3d66f29bbd3bdc317355cbdd8386,"At-Risk Customers",5,2,5,525,1.00,441,1
cbfefd07455c3e3c4ec77ceecfc1af67,"At-Risk Customers",5,2,5,525,1.00,441,1
bb349a4f2d85cdf97c9dbf802011ec91,"At-Risk Customers",5,2,5,525,1.00,441,1
bf4615502114bb8566341a17591144ae,"At-Risk Customers",5,2,5,525,1.00,441,1
aed3e03b42ce7b4958431e118267fb95,"At-Risk Customers",5,2,5,525,1.00,441,1
8d4354a7ba46dee8e1a96179a9407b97,"At-Risk Customers",5,2,5,525,1.00,441,1
8d6a90f4790a154bacc7f0a43a90a0e4,"At-Risk Customers",5,2,5,525,1.00,441,1
8ddb2d8f41573ce2a9b798ab60117125,"At-Risk Customers",5,2,5,525,1.00,441,1
8fd4869508146c4f423b0860ef33d583,"At-Risk Customers",5,2,5,525,1.00,441,1
abd56bffbdeff412b6d29ef953dab556,"At-Risk Customers",5,2,5,525,1.00,441,1
b540762594751cf6c1841aa8788c364b,"At-Risk Customers",5,2,5,525,1.00,441,1
9410c05c403cf6b73c071fa50c8ae641,"At-Risk Customers",5,2,5,525,1.00,441,1
9b2dccad222e3faa329b265f6208c9d2,"At-Risk Customers",5,2,5,525,1.00,441,1
9d7d5b2f4930fc4e18cabde5e5dc2b21,"At-Risk Customers",5,2,5,525,1.00,441,1
a168274dbcb30dcd8b37fba447416251,"At-Risk Customers",5,2,5,525,1.00,441,1
286981bcb37cb55d725d9f2c3bf72c2a,"At-Risk Customers",5,2,5,525,1.00,441,1
07319d7b7677470c57d132ed034858ec,"At-Risk Customers",5,2,5,525,1.00,441,1
160adc55ae0fa7fd58951c99b0a78817,"At-Risk Customers",5,2,5,525,1.00,441,1
172e791ed1b93dfe30a5d911a4c49d1c,"At-Risk Customers",5,2,5,525,1.00,441,1
27dc5a9752fbe3fab28ee4a2a6985163,"At-Risk Customers",5,2,5,525,1.00,441,1
009e70fcdd4ea3769c73210414e73c64,"At-Risk Customers",5,2,5,525,1.00,441,1
040641ad9a73250e1362678a81db1b9b,"At-Risk Customers",5,2,5,525,1.00,441,1
0573d0e58acad0252c134f6f8b5e20ec,"At-Risk Customers",5,2,5,525,1.00,441,1
0698d10fc985e49edcd35ca9d7616dab,"At-Risk Customers",5,2,5,525,1.00,441,1
11fb9ab1fb8ca11233c6226932335408,"At-Risk Customers",5,2,5,525,1.00,441,1
1271e59bf9337e70d4ca21fae84832a3,"At-Risk Customers",5,2,5,525,1.00,441,1
1321d4bbcb405b2fa4cfd37d3e1253b7,"At-Risk Customers",5,2,5,525,1.00,441,1
1e415ca5e025817aebacba148d3d52f9,"At-Risk Customers",5,2,5,525,1.00,442,1
149b43a4776ea0a773ac75bc58830fb9,"At-Risk Customers",5,2,5,525,1.00,442,1
28c9e96d57749798d454f3b4ee31e332,"At-Risk Customers",5,2,5,525,1.00,442,1
2433dce3c78ff42f594634545d3ed10c,"At-Risk Customers",5,2,5,525,1.00,442,1
01d0f02781924f788fd9d0521663fae0,"At-Risk Customers",5,2,5,525,1.00,442,1
04e9d0d712ca6da77124d0ee12be1d6a,"At-Risk Customers",5,2,5,525,1.00,442,1
06c5db39fbbb2349c91208f215c0fc5b,"At-Risk Customers",5,2,5,525,1.00,442,1
ff8d5a4820b9e8b59cdbc2f6102e64e4,"At-Risk Customers",5,2,5,525,1.00,442,1
5b87097b1bf3d4c9234bfcef45c6c8b1,"At-Risk Customers",5,2,5,525,1.00,442,1
5bfd8d2b5093d802f0904c9f5cd10d65,"At-Risk Customers",5,2,5,525,1.00,442,1
5c8a8e12e49d7060eba96af718514e9c,"At-Risk Customers",5,2,5,525,1.00,442,1
2ebb5832820d8d25809f1ae3283491fd,"At-Risk Customers",5,2,5,525,1.00,442,1
303ba11fa5d79bf6bbb41582f3dde9f2,"At-Risk Customers",5,2,5,525,1.00,442,1
5008510088b7b108942cab935e55747d,"At-Risk Customers",5,2,5,525,1.00,442,1
70c2d396ea65224df3f901b0d0cd56c0,"At-Risk Customers",5,2,5,525,1.00,442,1
8868399bd5c6eaf593c73f29ff6bb1e2,"At-Risk Customers",5,2,5,525,1.00,442,1
8a1f02ffc4e03beb2a8af436331043fd,"At-Risk Customers",5,2,5,525,1.00,442,1
8b9e886bb1209cf65c034a764a16a851,"At-Risk Customers",5,2,5,525,1.00,442,1
a324fb6c7e7c06e00ddca5cd47cab53f,"At-Risk Customers",5,2,5,525,1.00,442,1
a50a83f0da93ec0a5f462b3b8c5644f0,"At-Risk Customers",5,2,5,525,1.00,442,1
aa11788e46cab3999d7e9d5fee8760c6,"At-Risk Customers",5,2,5,525,1.00,442,1
b224a6cd45d83bd68f6632a2ec365527,"At-Risk Customers",5,2,5,525,1.00,442,1
ba2c1895f7a564980172df46b35fe611,"At-Risk Customers",5,2,5,525,1.00,442,1
be48df1546e5fce03140a2725c4d297c,"At-Risk Customers",5,2,5,525,1.00,442,1
cf0466c3f2ec13c9c46c5173c2ba5c70,"At-Risk Customers",5,2,5,525,1.00,442,1
cc9232931026e1f4f1e841e6a88cbefb,"At-Risk Customers",5,2,5,525,1.00,442,1
e4116a753c957e67c646e447c2141b2e,"At-Risk Customers",5,2,5,525,1.00,442,1
e8a195f60d266e458b02b0e57e85815d,"At-Risk Customers",5,2,5,525,1.00,442,1
d91be532e6fac7dc74e54faf7085845a,"At-Risk Customers",5,2,5,525,1.00,442,1
d62da58251a3b549a8c58d048981a2f8,"At-Risk Customers",5,2,5,525,1.00,443,1
dff712b02bbaed94147ee35e29296897,"At-Risk Customers",5,2,5,525,1.00,443,1
e338991481507dcf5a1a7eeb72cf256b,"At-Risk Customers",5,2,5,525,1.00,443,1
4c4645e724402ec958ead69dbf1ade6c,"At-Risk Customers",5,2,5,525,1.00,443,1
391e3f4aa9e5ba0bef1228510e0c0a49,"At-Risk Customers",5,2,5,525,1.00,443,1
039dbe7ecc24f88273182692f51ea405,"At-Risk Customers",5,2,5,525,1.00,443,1
04e5504bb1f294ad6f6c7f5157a24eb0,"At-Risk Customers",5,2,5,525,1.00,443,1
2a2a3fad75a86811325aa30582b160a2,"At-Risk Customers",5,2,5,525,1.00,443,1
2dd5a49b95790fb0f14e49a675906cd6,"At-Risk Customers",5,2,5,525,1.00,443,1
1b4a29b662a69713ac6501b2877602ca,"At-Risk Customers",5,2,5,525,1.00,443,1
24c377d6f65a31cf17c30641efc895e9,"At-Risk Customers",5,2,5,525,1.00,443,1
25126926be8dbdb3264285caa7d0c40c,"At-Risk Customers",5,2,5,525,1.00,443,1
0934600022d7017b02d95ef574d80d02,"At-Risk Customers",5,2,5,525,1.00,443,1
0d56c78ed9306af8a4afb0488eb5fc2c,"At-Risk Customers",5,2,5,525,1.00,443,1
f3335c8623493fc04af3d66a5d4dfb2b,"At-Risk Customers",5,2,5,525,1.00,443,1
e9a2267d90aba3e5ea9c9fc15bd8d343,"At-Risk Customers",5,2,5,525,1.00,443,1
eb9e6cfff9699585f120e3fba3ebfc6a,"At-Risk Customers",5,2,5,525,1.00,443,1
8d6f2e86326ed5fec81d8277a82750dc,"At-Risk Customers",5,2,5,525,1.00,443,1
695b1a9949ea23a94dc3ce68267c66ee,"At-Risk Customers",5,2,5,525,1.00,443,1
84c17f3d6c59d15962066beae310aef2,"At-Risk Customers",5,2,5,525,1.00,443,1
5f37cd104461c0fcaaeb1e6119122d87,"At-Risk Customers",5,2,5,525,1.00,443,1
5f559ae955c7022e7774d5850bea5351,"At-Risk Customers",5,2,5,525,1.00,443,1
6dc56cd4c3658649232a8fe993349e48,"At-Risk Customers",5,2,5,525,1.00,444,1
70ab04e3b57c3906f0773f929169c445,"At-Risk Customers",5,2,5,525,1.00,444,1
8a5dd5aacea7e7652946f984c3ecb5e9,"At-Risk Customers",5,2,5,525,1.00,444,1
6900d122a58641c46c1610802aca744b,"At-Risk Customers",5,2,5,525,1.00,444,1
696a957f29ce7dd9d5ae5577cbb2e3ba,"At-Risk Customers",5,2,5,525,1.00,444,1
62e20cecb4d01a1f151ae9dd4f7a8281,"At-Risk Customers",5,2,5,525,1.00,444,1
633e5e4523f31ae50710649f418ac555,"At-Risk Customers",5,2,5,525,1.00,444,1
10f249e9347c9e7da03a93fa0169e177,"At-Risk Customers",5,2,5,525,1.00,444,1
2977f36d8781690eb7c9fc7852afb423,"At-Risk Customers",5,2,5,525,1.00,444,1
0209cc2349a03f00567bb9d24a459829,"At-Risk Customers",5,2,5,525,1.00,444,1
166f0badb3f1888c869e8eaa44ec0512,"At-Risk Customers",5,2,5,525,1.00,444,1
214742e7862ed2c70b22d62a8e68ad56,"At-Risk Customers",5,2,5,525,1.00,444,1
c8cfe34d4b8468b4765a398bbf3897e3,"At-Risk Customers",5,2,5,525,1.00,444,1
c2e56075778d827440c7f4c6e77bd4ed,"At-Risk Customers",5,2,5,525,1.00,444,1
c67d77555c45c127d1499507a038f8f3,"At-Risk Customers",5,2,5,525,1.00,444,1
c74e6e27f6149abbc364faba5d7d4357,"At-Risk Customers",5,2,5,525,1.00,444,1
d172df965b5528bc2b513733f2e99e2f,"At-Risk Customers",5,2,5,525,1.00,444,1
d18c61b5a369015f79ecb26d859d57b0,"At-Risk Customers",5,2,5,525,1.00,444,1
e6f2e772fd1fc899d50419629a6281b5,"At-Risk Customers",5,2,5,525,1.00,444,1
302c1a15f1ada723f22801b30293cde3,"At-Risk Customers",5,2,5,525,1.00,444,1
33862efd56effa1f6ab7afbc3a5cd6dc,"At-Risk Customers",5,2,5,525,1.00,444,1
5158d59cf009d963bc390cf5377bc35a,"At-Risk Customers",5,2,5,525,1.00,444,1
546cb072496e4554cd1357b50ecf1ae6,"At-Risk Customers",5,2,5,525,1.00,444,1
59654be810cae5761b11ae6b37ba187b,"At-Risk Customers",5,2,5,525,1.00,444,1
59f65444dd66028dcc0cf4d88bef9a07,"At-Risk Customers",5,2,5,525,1.00,444,1
5c9f8eb104e412ca09525d20441de41a,"At-Risk Customers",5,2,5,525,1.00,444,1
44635e4c305b4497a1e9b8d224149e31,"At-Risk Customers",5,2,5,525,1.00,444,1
a10bb061247d3d04e668a17cfe6fcf2c,"At-Risk Customers",5,2,5,525,1.00,444,1
a2ac2fb02c970f2da55df544acba8009,"At-Risk Customers",5,2,5,525,1.00,444,1
a37aed06756e47e845dc9e20db88f59b,"At-Risk Customers",5,2,5,525,1.00,444,1
aa67457bb07fde4e952d67b038135bee,"At-Risk Customers",5,2,5,525,1.00,444,1
acca556e877c4ee6aaa815349925fab6,"At-Risk Customers",5,2,5,525,1.00,444,1
96fbd8c5db81ca0b9a5cb273632a1dca,"At-Risk Customers",5,2,5,525,1.00,444,1
af499a728751b79aceabe7f2d2a84e81,"At-Risk Customers",5,2,5,525,1.00,444,1
b78ca8edc230270959653800d7757bef,"At-Risk Customers",5,2,5,525,1.00,444,1
b82efac277edffc8c94ff74869309a7c,"At-Risk Customers",5,2,5,525,1.00,444,1
f923e199120435fc709f1b21fc44e483,"At-Risk Customers",5,2,5,525,1.00,444,1
edac4b33f4fe71b9bd1fe62edc829d86,"At-Risk Customers",5,2,5,525,1.00,445,1
efd2f4f6a5ebfff07943a4a1c80dcf9b,"At-Risk Customers",5,2,5,525,1.00,445,1
f6a39cac9b20115ddf2b41a7a6318ca3,"At-Risk Customers",5,2,5,525,1.00,445,1
fd28ec404b65abf3e0ae6245d79948f0,"At-Risk Customers",5,2,5,525,1.00,445,1
d5d80ce310a2a201de1fe880dfe7b73f,"At-Risk Customers",5,2,5,525,1.00,445,1
dab76a99a4a70d276fd10059ef6e63d6,"At-Risk Customers",5,2,5,525,1.00,445,1
c827cd0940bf566b46a1eac11d7c11ce,"At-Risk Customers",5,2,5,525,1.00,445,1
c4aafd2eb2916764d0bf1acac201688a,"At-Risk Customers",5,2,5,525,1.00,445,1
c66153f5ff38b19dbfb0e5d626c0449a,"At-Risk Customers",5,2,5,525,1.00,445,1
c775c6d539b352d63da235b46ae283e8,"At-Risk Customers",5,2,5,525,1.00,445,1
d045f088e61a2992328a462929fcfc9a,"At-Risk Customers",5,2,5,525,1.00,445,1
d0c35fae8c071cd1e3714d16c2e045cc,"At-Risk Customers",5,2,5,525,1.00,445,1
86d4dc92e6974f6b3537470b87fa120d,"At-Risk Customers",5,2,5,525,1.00,445,1
72739f22a5493890de8cc7f5a1105a1a,"At-Risk Customers",5,2,5,525,1.00,445,1
791ba15cc2553a0c27edba3b32ef9da5,"At-Risk Customers",5,2,5,525,1.00,445,1
63fa3dad6bde01314fc7e125df83fd00,"At-Risk Customers",5,2,5,525,1.00,445,1
65afd4b2d458240edf88f638f7a14a8e,"At-Risk Customers",5,2,5,525,1.00,445,1
24b527c8ed302795d172d4804f433f61,"At-Risk Customers",5,2,5,525,1.00,445,1
00b72937dcd829c0d8ca72ec77cd073c,"At-Risk Customers",5,2,5,525,1.00,445,1
28d9650a4a5f00fcc716da5ee2460012,"At-Risk Customers",5,2,5,525,1.00,445,1
2dc0cb58632261b855647284c297f5fe,"At-Risk Customers",5,2,5,525,1.00,445,1
20a37002322179007fa568552bfac6f2,"At-Risk Customers",5,2,5,525,1.00,445,1
20ed57defe75b3378eb452b2c53a6a4e,"At-Risk Customers",5,2,5,525,1.00,445,1
b654c99744f2fa112d4f7a7762ecfdfe,"At-Risk Customers",5,2,5,525,1.00,445,1
b854c0239ddb345898833db3b80feedb,"At-Risk Customers",5,2,5,525,1.00,445,1
ba4d1a4a2b540edfb2721a5acc6e4461,"At-Risk Customers",5,2,5,525,1.00,445,1
9a9ff4926829d34be58da4036239f095,"At-Risk Customers",5,2,5,525,1.00,445,1
9c4d4ed0a5f29cdd74ff3a3d622ceeaf,"At-Risk Customers",5,2,5,525,1.00,445,1
a18a99f7c9ee15d22e9431b36b32b96b,"At-Risk Customers",5,2,5,525,1.00,445,1
345d82427f12013241a1b2ef4062c28b,"At-Risk Customers",5,2,5,525,1.00,445,1
35b2bbd27795a44fda466212e338e9cc,"At-Risk Customers",5,2,5,525,1.00,445,1
4fcc02418b087994c8ac9481d37560a3,"At-Risk Customers",5,2,5,525,1.00,445,1
5b0ba82c99074b3f7829e159e26bc4fe,"At-Risk Customers",5,2,5,525,1.00,445,1
5b69d5eeec3faa6533684cab0698d686,"At-Risk Customers",5,2,5,525,1.00,445,1
55ca723a8e39c21ab90c53e971eb95cf,"At-Risk Customers",5,2,5,525,1.00,445,1
3d016daf5e02a4aa9ae1d72a3224106e,"At-Risk Customers",5,2,5,525,1.00,445,1
3f77d2e40b9443869099acdda0f3f8a8,"At-Risk Customers",5,2,5,525,1.00,445,1
364759c19c784f6e7ac3dad79f4a5213,"At-Risk Customers",5,2,5,525,1.00,446,1
3883f79ec3d786755e150cb2f9af9f5c,"At-Risk Customers",5,2,5,525,1.00,446,1
3b80d2592c113d689c05232eb90db0ff,"At-Risk Customers",5,2,5,525,1.00,446,1
46372cc621b3c0e52d1e0e7113523466,"At-Risk Customers",5,2,5,525,1.00,446,1
470613575ea5c168b39832a766ec52a6,"At-Risk Customers",5,2,5,525,1.00,446,1
53b6f95d4c3e633335dd1e2e058d26ff,"At-Risk Customers",5,2,5,525,1.00,446,1
5cb9d38e39626a98106af8b691fac4fb,"At-Risk Customers",5,2,5,525,1.00,446,1
5d29bfddb5b180b9e7e4e28628829d19,"At-Risk Customers",5,2,5,525,1.00,446,1
5f54c151c96644521e07c342c19d0d80,"At-Risk Customers",5,2,5,525,1.00,446,1
7fae115999743402d055e4e73f1998e4,"At-Risk Customers",5,2,5,525,1.00,446,1
7fd9feb1225a53711abe04e7c2b1348d,"At-Risk Customers",5,2,5,525,1.00,446,1
8340223572abda7355d99532155d554b,"At-Risk Customers",5,2,5,525,1.00,446,1
8807f164ba3973e38aaee77dbe9ed0d4,"At-Risk Customers",5,2,5,525,1.00,446,1
8970ab3c1e233a3b742a8ea7909518d1,"At-Risk Customers",5,2,5,525,1.00,446,1
688b34f50cc0c919f29f8833e177302a,"At-Risk Customers",5,2,5,525,1.00,446,1
69298d2c495133fc08e9770e7b5a0c66,"At-Risk Customers",5,2,5,525,1.00,446,1
6b37d47561c8e97bd313b89215e0ae88,"At-Risk Customers",5,2,5,525,1.00,446,1
6f30595d862b95418d7b8ecff5a7bcf6,"At-Risk Customers",5,2,5,525,1.00,446,1
f76809a3b7be551c0254a2f8e345512f,"At-Risk Customers",5,2,5,525,1.00,446,1
ebd599a8163e7b1a584c6507947655b2,"At-Risk Customers",5,2,5,525,1.00,446,1
f081cf0e1afcf6b1996a3efdd9e2c043,"At-Risk Customers",5,2,5,525,1.00,446,1
f12f064c0a45fa8ac5b7d8934d1bf853,"At-Risk Customers",5,2,5,525,1.00,446,1
cea30ba8e28354a1ef8ecff28f8c7b62,"At-Risk Customers",5,2,5,525,1.00,446,1
cfdf2eeb223da082e4be3c1259830470,"At-Risk Customers",5,2,5,525,1.00,446,1
d1106d2d918751f7a04b258f7ba6615a,"At-Risk Customers",5,2,5,525,1.00,446,1
